Index;Start Time;End Time;Query Granularity;Subnetwork;Subnetwork Name;ManagedElement;ManagedElement Name;Cell;Cell Name;eNodeB;eNodeB Name;Product;LTE PS Traffic;[FDD]Mean RRC-Connected User Number;Average DL Active E-RAB Number;Average UL Active E-RAB Number;[LTE]PDSCH PRB Utilization Rate;[FDD]PUSCH PRB Utilization Rate;LTE DL User throughput;LTE UL User throughput;[LTE]Average CQI;%CQI<7;%RI2_TM4;LTE RTWP;Maximum Cell Transmit Power(W);~TA Average m;[LTE] RSRP_average;[LTE] %RSRP<-116;SINR_PUSCH_Average;SINR_PUSCH<=-2;[LTE] RSRQ_Average;[LTE] %RSRQ<=-12;[FDD]Cell Downlink BLER;[FDD]Cell Uplink BLER;LTE CSSR;LTE RRC SR;LTE E-RAB SR;LTE S1SIG SR;LTE Call Drop;LTE CSFB SR;LTE Inter-Fre HOSR;LTE Intra-Fre HOSR
9660;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 02;2;PUN0029B4G02;330029;PUN0029B4G;LTE FDD;45303.2262;12.8467;5.2667;4.9885;35.72%;5.21%;4397.1195;2282.3255;9.6563;17.84%;30.0101;-116.0328;67.613;642.2413;-103.7911;3.8345;15.4497;1.6;-18.3007;99.50%;14.22%;7.70%;99.83%;99.98%;99.8499;100.00%;8;100.00%;99.56%;99.90%
11932;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 02;2;PUN0029B4G02;330029;PUN0029B4G;LTE FDD;49373.5961;13.2225;5.2929;5.1361;33.63%;6.62%;4463.5598;3065.8428;10.0159;15.58%;37.9064;-115.9622;68.16;629.6049;-103.7112;6.5891;16.1082;1.3288;-18.2442;99.90%;13.99%;7.46%;99.90%;100.00%;99.8999;100.00%;10;100.00%;98.57%;99.50%
14209;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 02;2;PUN0029B4G02;330029;PUN0029B4G;LTE FDD;51248.881;12.1483;4.8573;4.7818;35.91%;5.28%;4470.3694;2522.804;9.4695;19.76%;32.6841;-115.8263;69.351;647.8004;-103.2802;4.055;15.7489;1.2448;-18.4656;99.93%;14.22%;7.74%;99.93%;100.00%;99.926;100.00%;17;100.00%;99.34%;99.63%
575;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;83365.8658;29.9323;10.1683;10.0227;61.31%;18.14%;2070.4689;2354.3075;8.8062;19.19%;33.6848;-111.9857;69.188;693.1382;-107.5351;17.7508;11.7403;1.6304;-18.4179;99.78%;14.61%;9.31%;99.87%;99.98%;99.8936;100.00%;19;100.00%;99.26%;99.33%
2843;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;84340.0586;30.4042;10.3306;10.1254;60.31%;17.97%;2117.6126;2148.8699;8.7428;20.41%;35.8644;-111.7043;69.347;697.7291;-107.3947;16.8822;11.3161;2.6946;-18.3962;99.86%;14.56%;9.19%;99.86%;99.95%;99.914;100.00%;19;100.00%;99.18%;99.39%
5116;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;73880.5253;25.4553;8.5187;8.4427;54.13%;15.89%;2404.9636;2279.9464;8.9003;18.66%;36.1596;-112.0933;68.953;680.2465;-107.7087;18.9961;11.1063;3.1635;-18.287;99.81%;14.64%;9.36%;99.64%;99.92%;99.7133;100.00%;43;100.00%;99.10%;99.49%
7389;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;76616.3674;27.5465;9.3549;9.0452;57.00%;17.35%;2341.052;2237.9375;8.9736;18.20%;34.571;-112.0229;69.269;687.7476;-108.4932;20.9286;11.4962;2.1493;-18.3209;99.84%;14.57%;9.85%;99.57%;99.91%;99.6622;100.00%;25;100.00%;98.86%;99.50%
9661;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;79471.8872;27.8911;8.7787;8.9171;56.53%;18.08%;2564.6788;2480.1944;8.7747;18.71%;35.635;-112.1712;68.87;684.3007;-107.7992;19.6382;11.5643;2.3252;-18.2079;99.79%;14.57%;9.99%;99.80%;99.95%;99.854;100.00%;20;100.00%;99.14%;99.76%
11933;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;73326.7569;28.8843;9.9486;9.953;53.10%;17.16%;2083.9679;2335.7785;8.9296;18.70%;36.2066;-112.2701;68.474;693.408;-106.8484;16.0174;11.7803;1.5121;-18.235;99.67%;14.55%;9.51%;99.79%;99.91%;99.8763;100.00%;21;100.00%;98.72%;99.33%
14210;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2617;PUN0029_SECTOR 03;3;PUN0029B4G03;330029;PUN0029B4G;LTE FDD;82287.2584;29.3413;9.5133;9.7268;58.75%;17.86%;2411.0291;2358.8798;8.9473;18.41%;36.4812;-111.9706;69.188;695.5966;-107.445;18.5448;11.3199;1.7416;-18.3768;99.58%;14.59%;9.41%;99.71%;99.96%;99.7511;99.99%;25;99.93%;99.38%;99.48%
293;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;36789.695;10.277;3.5718;3.6064;16.20%;4.05%;11552.1724;3142.1423;12.0419;4.75%;64.7978;-118.8941;67.538;2525.3884;-124.0805;97.2182;14.4383;2.7266;-14.4187;90.63%;13.76%;6.37%;99.82%;99.96%;99.8723;99.99%;9;100.00%;97.29%;50.00%
2561;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;51080.3947;10.8053;3.9158;4.0887;18.93%;5.67%;10016.964;5162.8592;12.2612;4.35%;67.1134;-118.9789;67.379;2453.6928;-123.6566;98.4871;15.0407;2.6175;-14.4478;90.47%;13.02%;6.21%;99.76%;99.99%;99.7873;99.99%;4;99.77%;98.08%;100.00%
4834;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;27007.8822;8.4434;2.8612;2.8436;12.79%;3.23%;11148.8983;3337.0785;12.2584;4.50%;66.9838;-118.985;65.778;2408.7411;-123.8073;97.8405;14.7503;3.0871;-14.5399;89.20%;13.60%;5.99%;99.76%;99.98%;99.7787;100.00%;7;100.00%;98.53%;33.33%
7107;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;30174.0193;9.2257;3.0186;3.0012;12.93%;3.84%;13390.9649;3688.2328;12.6523;3.43%;70.1138;-119.0543;69.029;1900.7362;-123.6192;96.8;14.0682;5.9582;-14.368;90.40%;13.04%;5.98%;99.80%;99.94%;99.8636;100.00%;9;100.00%;97.67%;0.00%
9379;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;38315.1889;10.1079;3.5065;3.5464;16.50%;4.12%;12805.0384;2663.6961;12.4961;3.80%;68.9834;-118.9714;67.69;1884.2879;-123.8266;96.5318;13.8793;4.6487;-14.5838;89.98%;13.24%;6.62%;99.85%;100.00%;99.8559;99.99%;2;99.86%;97.74%;42.86%
11651;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;38351.3378;11.504;3.533;3.667;15.38%;4.47%;11864.3107;2972.4219;12.5874;3.68%;70.9843;-119.0437;67.302;1847.0782;-123.7622;97.4803;14.0785;4.0976;-14.5354;90.39%;12.95%;6.31%;99.81%;99.98%;99.8396;99.99%;10;100.00%;98.01%;100.00%
13928;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 01;1;PUN0030B4G01;330030;PUN0030B4G;LTE FDD;48346.7684;11.1989;3.4696;3.702;20.35%;5.00%;10259.8819;3134.4109;12.1663;5.06%;60.889;-118.722;66.536;1837.4127;-123.7532;96.9152;13.9614;4.1633;-14.9512;93.06%;13.41%;6.71%;99.76%;99.99%;99.8102;99.96%;8;100.00%;97.26%;100.00%
294;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;69174.1505;18.3341;6.2635;6.2975;25.85%;9.30%;11347.9302;2567.6238;11.8188;3.96%;60.3179;-117.5267;68.083;2234.3107;-113.6894;57.91;11.8356;2.0035;-15.1945;92.74%;13.11%;7.68%;99.95%;99.99%;99.9648;100.00%;3;100.00%;95.92%;99.13%
2562;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;71891.747;19.752;7.0085;7.2091;26.69%;12.15%;9603.0852;2728.9951;11.8326;3.27%;58.1086;-118.3555;67.773;2336.1841;-114.3069;57.289;11.5561;2.8783;-15.4629;95.65%;12.99%;8.35%;99.92%;99.99%;99.9307;100.00%;9;100.00%;96.51%;98.29%
4835;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;65404.4896;18.397;6.2975;6.3072;23.66%;9.63%;10496.0523;2855.3259;12.2858;2.43%;66.5826;-118.5817;67.617;2116.0411;-111.9197;49.9127;11.4715;3.4457;-14.7435;90.92%;13.38%;8.65%;99.90%;99.97%;99.9235;100.00%;1;100.00%;97.82%;99.69%
7108;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;49261.707;16.1182;5.6232;5.6146;18.17%;7.85%;13918.6384;3234.9476;12.2756;2.18%;72.0174;-118.6947;68.317;1947.9978;-112.7339;52;12.4406;1.7264;-14.5913;90.43%;13.40%;7.54%;99.96%;99.99%;99.9665;100.00%;9;100.00%;97.45%;99.06%
9380;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;53911.1764;17.1092;6.1553;6.0865;20.17%;7.96%;10303.1245;2917.9105;11.9422;2.80%;66.6165;-118.776;67.147;1982.8883;-112.1525;51.1797;12.3751;2.1736;-14.8403;90.93%;13.29%;7.85%;99.92%;99.98%;99.9395;100.00%;5;100.00%;93.45%;98.67%
11652;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;52151.4632;17.5562;5.7967;5.7906;19.67%;7.70%;12058.2453;2493.5072;11.9494;2.89%;62.4799;-118.6961;68.474;2106.5777;-113.2877;54.0027;11.5486;2.9166;-15.1452;90.64%;12.98%;8.11%;99.93%;99.99%;99.9409;100.00%;7;99.88%;97.81%;99.23%
13929;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);1689;PUN0030_SECTOR 02;2;PUN0030B4G02;330030;PUN0030B4G;LTE FDD;77966.4583;19.0803;6.046;6.165;30.17%;10.13%;7921.615;2926.9865;12.0134;3.07%;62.6916;-118.6549;68.633;2013.4454;-113.1684;57.0496;11.4302;4.8035;-15.201;91.64%;13.51%;9.00%;99.95%;100.00%;99.9564;100.00%;6;100.00%;97.72%;99.24%
587;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;77429.8464;29.2957;9.0345;8.8918;58.35%;14.95%;1969.0538;2524.5573;8.961;16.80%;27.7786;-112.4239;34.514;752.1435;-100.613;7.3699;12.0548;3.8798;-17.943;98.97%;14.98%;8.90%;99.88%;99.97%;99.9123;100.00%;17;99.94%;98.98%;99.59%
2855;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;78242.2972;28.343;8.5063;8.3342;58.39%;13.78%;2249.9894;2864.7807;8.9148;17.51%;28.0307;-112.3009;33.884;751.4321;-99.6802;4.6128;13.0282;2.6936;-18.0938;99.02%;14.97%;9.05%;99.92%;99.99%;99.9346;100.00%;16;100.00%;98.78%;99.73%
5128;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;84547.7263;27.8389;8.9082;8.7079;57.17%;13.20%;2407.1898;2976.7883;8.9014;16.66%;32.2392;-112.0459;34.04;728.3025;-98.3942;3.29;13.0888;2.3941;-18.0178;99.18%;15.00%;9.21%;99.96%;99.99%;99.9648;100.00%;7;100.00%;99.44%;99.68%
7401;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;89713.2386;29.9496;10.1082;9.8749;58.70%;16.69%;1754.1313;4004.0923;8.9536;16.34%;31.5209;-112.3208;34.04;727.335;-98.2305;3.788;13.427;1.6408;-17.9482;99.03%;14.89%;8.77%;99.93%;99.97%;99.9538;100.00%;8;100.00%;99.22%;99.72%
9673;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;90284.5416;28.4155;9.4516;8.981;60.23%;14.44%;2125.9237;2731.5275;8.9812;16.18%;34.156;-112.374;34.833;746.0796;-98.305;4.0098;13.1515;1.5258;-17.9921;99.45%;14.86%;8.86%;99.95%;99.99%;99.9614;100.00%;12;100.00%;99.09%;99.70%
11945;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;81205.4573;30.749;10.5784;10.4444;55.42%;14.55%;1669.7241;3277.0404;8.9231;16.64%;33.6419;-112.3135;34.119;738.0218;-98.0232;3.025;13.5465;1.9558;-17.8515;98.51%;14.83%;8.49%;99.93%;99.99%;99.9376;100.00%;15;100.00%;99.33%;99.70%
14222;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 01;1;PUN0031B4G01;330031;PUN0031B4G;LTE FDD;80840.2991;30.1167;9.4188;9.4847;57.40%;15.13%;1821.5984;2912.729;8.9629;16.57%;31.436;-111.7438;35.156;747.0505;-98.6407;2.955;12.2363;2.8611;-17.9172;99.19%;14.93%;8.97%;99.94%;99.99%;99.9573;100.00%;10;100.00%;99.45%;99.64%
588;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;60609.1794;25.3296;9.3297;8.6624;64.63%;16.74%;1038.4078;2636.2382;7.7233;33.18%;21.7695;-115.2344;26.485;725.2893;-106.7952;14.7559;10.6428;3.284;-17.9015;99.68%;15.24%;9.13%;99.95%;99.99%;99.9562;100.00%;22;100.00%;99.73%;99.75%
2856;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;59908.3513;24.2556;9.3851;8.753;64.99%;15.74%;1069.3842;2433.242;7.7327;33.18%;22.3632;-114.987;26.424;740.8269;-106.4155;12.9674;10.6946;2.8201;-18.0645;99.75%;15.27%;8.95%;99.91%;99.97%;99.9435;100.00%;14;100.00%;99.69%;99.78%
5129;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;62454.4136;21.7673;7.8687;7.3811;66.07%;14.78%;1344.8673;2640.1226;7.695;32.51%;22.1398;-114.613;26.607;775.7451;-106.3245;12.2218;10.8533;3.2672;-18.0637;99.71%;15.40%;9.55%;99.94%;99.98%;99.9599;100.00%;138;100.00%;99.55%;99.85%
7402;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;59123.9873;22.2054;8.1624;7.6136;63.04%;14.38%;1116.9343;2322.6869;7.6677;33.61%;20.307;-114.5452;26.73;759.9163;-106.0714;11.3148;10.3681;3.102;-18.0469;99.82%;15.24%;9.20%;99.92%;99.98%;99.9488;99.99%;16;100.00%;99.60%;99.76%
9674;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;58511.9525;22.5975;8.8696;8.1968;64.80%;17.43%;1100.5673;2328.5891;7.5633;34.86%;19.3658;-114.4751;26.791;761.2316;-106.1102;12.0585;9.9733;3.3998;-18.1049;99.80%;15.22%;9.24%;99.92%;99.98%;99.9398;100.00%;18;100.00%;99.83%;99.78%
11946;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;59509.5906;24.3779;8.6729;8.2344;63.82%;16.43%;1299.8992;2148.5571;7.8024;32.42%;19.0279;-114.4043;26.915;748.3008;-105.8078;11.2021;9.8517;4.0093;-18.0816;99.69%;15.18%;8.90%;99.77%;99.86%;99.9176;100.00%;14;100.00%;99.64%;99.86%
14223;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 02;2;PUN0031B4G02;330031;PUN0031B4G;LTE FDD;53124.3235;23.9446;7.9197;7.662;59.72%;14.40%;1183.2905;2375.0221;7.7233;32.91%;17.0238;-114.7456;26.607;728.8645;-105.6689;10.7916;10.4621;3.546;-18.1175;99.61%;15.18%;9.08%;99.95%;99.97%;99.9744;100.00%;6;100.00%;99.76%;99.85%
589;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;56383.7148;18.2301;6.0649;5.8709;56.40%;10.66%;2177.2386;2897.373;7.8263;35.35%;25.5499;-114.3786;26.668;598.7083;-105.7688;13.5525;11.9511;2.9473;-18.1385;99.47%;14.98%;9.56%;99.93%;99.96%;99.9679;100.00%;23;100.00%;99.70%;99.44%
2857;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;54294.0942;16.5563;5.9593;5.6779;55.25%;11.86%;1914.8621;3297.6949;7.5387;38.98%;22.4792;-114.4068;26.485;596.3622;-105.6085;14.246;11.6031;3.5397;-18.0293;99.49%;15.02%;10.04%;99.74%;99.96%;99.7806;100.00%;12;99.89%;99.86%;99.34%
5130;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;63187.134;22.3515;8.0201;7.6239;61.84%;13.55%;1509.0599;2962.0262;7.5634;38.55%;23.5914;-113.8102;26.977;602.5378;-103.6952;8.8608;11.4193;4.3621;-18.2921;99.12%;14.99%;9.57%;99.85%;99.90%;99.9488;100.00%;18;100.00%;99.71%;99.27%
7403;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;52265.2974;18.3414;6.649;6.4795;54.04%;13.19%;1892.3;3129.6891;7.658;39.29%;23.949;-113.9865;26.977;622.8963;-104.515;11.2866;10.9701;3.3449;-18.2754;99.66%;15.00%;9.41%;99.88%;99.95%;99.937;100.00%;13;100.00%;99.80%;99.22%
9675;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;54237.1554;18.9738;6.5401;6.4225;55.18%;11.24%;2196.3677;2774.5218;7.6471;37.44%;23.5844;-114.1531;26.607;605.2174;-104.2298;9.4822;11.4217;3.5484;-18.2832;99.63%;14.95%;9.61%;99.82%;99.91%;99.9044;100.00%;23;100.00%;99.84%;99.33%
11947;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;52909.4504;19.2989;6.433;6.3811;55.78%;12.90%;2110.2787;3317.665;7.5209;39.79%;19.6915;-113.5513;26.853;634.3528;-104.5341;11.4181;10.79;3.395;-18.1752;99.70%;14.90%;9.86%;99.67%;99.85%;99.8272;100.00%;25;100.00%;99.69%;99.31%
14224;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2618;PUN0031_SECTOR 03;3;PUN0031B4G03;330031;PUN0031B4G;LTE FDD;60626.9403;19.7276;6.5612;6.5218;55.77%;14.17%;2331.3237;3758.6596;7.8671;36.03%;23.8632;-114.0224;26.853;613.131;-104.72;10.5129;12.0161;2.1157;-18.2077;99.69%;14.80%;9.87%;99.82%;99.87%;99.9443;100.00%;27;99.91%;99.79%;99.08%
599;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;51787.393;16.6961;5.389;5.3105;41.10%;9.03%;2617.075;3549.8699;8.54;22.55%;26.3125;-111.5294;34.276;318.5591;-97.7712;4.9004;11.4794;5.36;-18.6023;99.87%;15.04%;7.85%;99.79%;99.97%;99.8207;100.00%;14;100.00%;99.54%;99.59%
2867;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;52932.4207;14.9459;4.8653;4.7921;39.68%;8.50%;2874.3333;2784.0655;8.7184;20.10%;26.7369;-112.1155;33.728;315.0038;-97.4698;4.2878;12.417;3.0851;-18.412;99.85%;15.00%;7.86%;99.81%;99.95%;99.8673;100.00%;18;100.00%;99.56%;99.85%
5140;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;64103.6474;32.9469;9.4645;9.9579;51.01%;19.82%;1343.5351;2366.8721;8.3475;23.79%;24.727;-111.1574;35.156;360.3815;-103.5391;15.4145;7.3268;8.8646;-18.2185;99.88%;14.93%;6.91%;99.75%;99.93%;99.8212;100.00%;42;100.00%;99.39%;99.61%
7413;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;61261.2586;30.9837;9.0609;9.3173;50.32%;19.10%;1433.6788;2254.7788;8.3253;24.35%;22.9491;-111.1388;35.399;361.7042;-103.2592;15.5037;6.9814;9.9815;-18.285;99.97%;14.96%;6.83%;99.69%;99.87%;99.8237;100.00%;35;100.00%;99.48%;99.65%
9685;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;61748.7047;30.8261;8.9915;9.4247;49.42%;19.62%;1483.2996;2250.0805;8.2929;25.18%;23.8819;-111.3488;35.237;360.3276;-103.011;14.7647;7.2058;9.0857;-18.247;99.91%;14.90%;6.96%;99.75%;99.93%;99.8231;100.00%;34;100.00%;99.35%;99.80%
11957;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;56168.3895;32.5294;9.8574;10.1514;46.50%;19.16%;1259.4797;2232.1624;8.3935;23.64%;23.4389;-111.372;35.156;356.2195;-103.2537;15.4486;7.5659;8.3394;-18.2019;99.97%;14.88%;6.78%;99.77%;99.93%;99.8408;100.00%;53;100.00%;99.33%;99.77%
14234;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 01;1;PUN0032B4G01;330032;PUN0032B4G;LTE FDD;61811.1427;36.0067;10.9465;11.6553;52.38%;23.68%;1175.6898;2283.0635;8.1135;26.98%;21.2488;-110.3049;35.481;350.6348;-103.358;12.0338;7.3081;8.8751;-18.4242;99.99%;14.95%;6.98%;99.78%;99.94%;99.8424;99.99%;37;100.00%;99.67%;99.80%
600;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 02;2;PUN0032B4G02;330032;PUN0032B4G;LTE FDD;73705.7664;29.4207;9.8603;9.6824;56.58%;17.15%;1446.3482;2408.7886;8.3994;22.20%;24.4621;-110.9118;33.728;437.4346;-103.8151;18.9101;11.2108;3.7098;-18.0627;98.34%;15.04%;8.48%;99.84%;99.97%;99.8853;99.99%;29;99.95%;99.45%;99.60%
2868;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 02;2;PUN0032B4G02;330032;PUN0032B4G;LTE FDD;65608.5621;25.6452;8.1343;8.1409;49.49%;13.58%;1865.4507;2471.2756;8.6439;19.40%;26.6;-111.6179;34.276;440.933;-102.3467;13.1529;11.8674;2.7938;-17.7968;97.89%;15.03%;8.55%;99.87%;99.97%;99.9045;100.00%;29;100.00%;99.37%;99.75%
5141;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 02;2;PUN0032B4G02;330032;PUN0032B4G;LTE FDD;69933.271;25.9229;8.7457;8.6073;52.44%;14.75%;1542.5099;2307.0763;8.4031;21.93%;26.976;-111.2338;34.276;434.5291;-101.863;14.2668;10.997;4.2691;-18.0662;98.52%;15.07%;8.39%;99.74%;99.92%;99.8175;100.00%;40;99.95%;99.35%;99.74%
7414;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2619;PUN0032_SECTOR 02;2;PUN0032B4G02;330032;PUN0032B4G;LTE FDD;66168.6838;23.8738;8.2519;8.0947;51.15%;13.51%;1905.3318;2398.6147;8.5398;20.58%;26.696;-111.4968;34.434;443.4478;-101.8099;14.5412;11.6816;3.0245;-18.1038;98.93%;15.00%;7.98%;99.87%;99.97%;99.9113;99.99%;15;100.00%;99.44%;99.67%
